Review,Size,Comfort,Features,star_rating
NA,"['3', '4', '5', '6']",SoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
SOFTRIDE midsole for ultimate comfort
Zoned rubber outsole for traction during training
PUMA Cat Logo at toe area
PUMA Wordmark at tongue and heel
Ideal for Road & Treadmill Walking",NA
NA,"['6', '7', '8', '9', '10', '11']","NITRO FOAM: PUMA's advanced technology providing superior responsiveness and cushioning in a lightweight package
PUMAGRIP: PUMA's durable rubber compound that provides all-surface traction","Low boot
Engineered mesh upper
NITRO FOAM midsole for a responsive, cushioned fit
PUMAGRIP rubber outsole for traction and durability
Lace closure for a snug fit
TPU heel piece for added stability
Reflective design elements
PUMA Cat Logo at toe
PUMA Formstrip at lateral side",NA
NA,"['8', '9', '10', '11', '12']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Low boot
Laces
Synthetic upper with soft lining that shapes to the foot
Lightweight TPU outsole with conical studs. Suitable for use on firm natural and artificial grass
FG/AG: Firm ground/Artificial ground
Regular fit",,NA
NA,"['6', '8', '9']","Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 8 mm
Low boot
Synthetic leather upper with perforated details and tongue lockdown construction
10Cell piece in the midsole and a supportive TPU shank
Full rubber coverage outsole
Lace closure
PUMA Wordmark tag at tongue
PUMA Cat logo at front
Formstrip at lateral side
This shoe is ideal for road and indoor running.",,NA
NA,"['6', '7', '11']","PWRFRAME: Ultra-thin TPU frame, strategically placed in the high-stress areas on the upper, delivers lightweight support and increased stability","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 10 mm
Ideal for firm ground surface
Rubber outsole
PUMA Formstrip on the lateral side
PUMA Cat Logo on the medial heel",NA
NA,"['4', '5', '6', '7']","SoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day
DETAILS
Low boot
Responsive foam midsole
Zoned rubber outsole
Midfoot internal lockdown support
Soft tongue for comfort
Lace closure for a snug fit
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
PUMA Wordmark at the tongue
PUMA Formstrip at the lateral side
Ideal for Road & Treadmil Running",,NA
NA,"['8', '9', '10', '11']","SoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day
Details
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 10 mm
SOFTRIDE midsole for ultimate comfort
Zoned rubber outsole for traction
TPU heel pull with PUMA Wordmark
PUMA Formstrip on lateral and medial sides
Ideal for Road & Treadmill Running",,NA
NA,"['6', '7', '8']","CMEVA: PUMA's compression-moulded EVA material for lightweight performance
SoftFoam: PUMA's dual-density insole provides two unique layers of cushioning for customised comfort, fit and long-lasting durability","Modern burrito collar construction
Zoned rubber outsole for enhanced traction
Lace closure for a snug fit
Pull tab at back
PUMA Cat Logo at tongue
PUMA Wordmark at midfoot
PUMA Cat Logo at heel",NA
NA,"['6', '7', '8', '9', '10', '11']","NITRO: Advanced nitrogen-injected foam designed to provide superior responsiveness and cushioning in a lightweight package
PROFOAMLITE: Extremely lightweight EVA designed to cushion your landing and propel each step
PUMAGRIP: Durable performance rubber compound designed for all-surface traction","Knitted upper
TPU heel spoiler
Best for: Neutral pronators
Heel-to-toe drop: 9 mm
Cushioning level: Max
PUMA Formstrip on the lateral side",NA
NA,"['7.5', '8', '8.5', '9', '9.5', '11']","NITRO foam: Advanced nitrogen-injected foam designed to provide superior responsiveness and cushioning in a lightweight package
PWRTAPE: Targeted upper reinforcement for support and durability
RUNGUIDE: Firm density guide rail designed to keep your foot aligned and centred through each stride
PUMAGRIP: Durable performance rubber compound designed for all-surface traction","Engineered mesh upper for support
PWRTAPE reinforcement for upper
Asymmetrical heel counter stabilises the foot at impact and early pronation
NITRO foam midsole
RUNGUIDE system promotes proper alignment and keeps the foot centred through each stride
PUMAGRIP rubber outsole
Medial flare for wider base of support",NA
NA,['6'],"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Synthetic upper
Low boot
Bold PUMA Branding",,NA
NA,"['8', '9']","SOFTRIDE: Soft foam designed for all-day cushioning and comfort
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 8 mm
Recycled mesh upper
PUMA Cat Logo on lateral toe and tongue
PUMA Wordmark on lateral heel
Comfortable style by PUMA",NA
NA,"['6', '7', '10', '11']","The leather sourced in this product comes from environmentally responsible leather manufacturing, and is audited and certified via the Leather Working Group protocol.","K-leather upper
Fold-over tongue
EVA midsole
Low-profile multi-studded rubber outsole
PUMA No. 1 Logo on tongue
PUMA Cat Logo on heel
Contrasting PUMA Formstrip on lateral side
Suitable for use on hard natural surfaces and synthetic grass",NA
NA,"['6', '7']","Synthetic upper
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Fusion
1 Year WP
Spikeless
Waterproof
Spikeless rubber outsole
PUMA Cat Logo on the side",,NA
NA,"['6', '11']",SoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 5 mm
Low boot
Anatomically shaped, removable SoftFoam+ sockliner for optimum comfort
Cushioned SOFTRIDE midsole for comfort
Rubber outsole with zoned heel and toe sections for added traction during training
Lace closure for a snug fit
PUMA Formstrip at lateral sides
PUMA Cat Logo on tongue and at heel",NA
NA,"['6', '7', '9', '11']","NITRO: Advanced nitrogen-injected foam designed to provide superior responsiveness and cushioning in a lightweight package
PROFOAMLITE: Extremely lightweight EVA designed to cushion your landing and propel each step
PUMAGRIP ATR: Trail-ready performance rubber compound designed for traction on ice, mud, and unstable surfaces","Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 8 mm
Built for a running distance of upto 500 km
Ripstop mesh upper
Forefoot drainage ports
Best for: Neutral pronators
Cushioning level: Medium
PUMA Formstrip on the lateral side
Ideal for trail/off-road surface",NA
NA,"['7', '8', '9', '10']","NITRO Elite: Premium performance foam technology that provides pinnacle responsiveness in an extremely lightweight package
PWRPLATE: Carbon fibre plate engineered to stabilise the midsole while maximising energy transfer
PWRTAPE: Targeted upper reinforcement for support and durability
PUMAGRIP-LT: Lightweight, high traction rubber compound designed for the ultimate race-day performance","Sock-like fit
Breathable mono-mesh upper with 3D printed support
Undercut heel and forefoot
Heel fin
Cushioning level: Low
Heel-to-toe drop: 0mm
Best for: Neutral pronators
Runner type: Competitive",NA
NA,"['6', '7', '9']","NITRO Elite: Premium performance foam technology that provides pinnacle responsiveness in an extremely lightweight package
PWRPLATE: Innovative carbon composite plate designed for maximum energy transfer and optimised running efficiency
PWRTAPE: Targeted upper reinforcement for support and durability
PUMAGRIP: Durable performance rubber compound designed for all-surface traction","Breathable mesh upper
Reflective design elements
TPU heel spoiler
Best for: Neutral pronators
Heel-to-toe drop: 8 mm
Cushioning level: Max
PUMA Formstrip on the lateral side
Shoe weight: 262g (for size UK 8)",NA
NA,"['7', '8', '9', '10', '11']","Lightweight mesh upper
GripControl skin
Knitted low-cut collar
EVA midsole
Low-profile multi-studded rubber outsole
TT: Turf Training
PUMA Formstrip on lateral side",,NA
NA,"['6', '8', '9', '10', '11']","Lightweight mesh upper
GripControl skin
Knitted low-cut collar
EVA midsole
Low-profile multi-studded rubber outsole
TT: Turf Training
PUMA Formstrip on lateral side",,NA
NA,"['8', '9', '10']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 10 mm
SOFTRIDE – Cushioning & Comfort
SOFTFOAM+ SOCKLINER – Optimal step-in comfort
ZONED RUBBER– Traction",,NA
NA,"['8', '9', '11']","Lightweight PU upper
Regular tongue construction
Low-profile multi-studded rubber outsole
TT: Turf Training
PUMA Formstrip on lateral side",,NA
NA,"['8', '9']","Recycled mesh upper
Better Foam midsole made with bio-based sugarcane CMEVA for support and sustainability
Recycled, bio-based insole
Lace closure for a snug fit
PUMA Cat Logo at tongue and lateral toe
PUMA Wordmark at lateral sides",,NA
NA,"['6', '11']","Heel type: Flat
Shoe width: Regular fit
Best suited for overpronation
Heel-to-toe-drop: 12 mm
Low boot
Sustainable insole containing 20% recycled foam and 5% bio-based material
Midsole made with Better Foam lightweight eco foam materials for a reduced carbon footprint and comfortable ride
100% Recycled mesh top layer
PUMA Cat Logo on upper
PUMA Formstrip on lateral side
PUMA Wordmark on tongue",,NA
NA,"['3', '4']",SoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
SOFTRIDE midsole for ultimate comfort
Zoned rubber outsole for traction during training
PUMA Cat Logo at toe area
PUMA Wordmark at tongue and heel
Ideal for Road & Treadmill Walking",NA
NA,"['11', '12']",The upper of this shoe is made with at least 20% recycled materials as a step toward a better future,"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Low boot
Laces
Lightweight synthetic upper
Regular tongue that fits various foot shapes
Lightweight TPU outsole with conical studs. Suitable for use on firm natural surfaces and artificial grass.
FG/AG: Firm ground/Artificial ground
Regular fit",NA
NA,"['6', '7', '8']","NITRO: Advanced nitrogen-injected foam designed to provide superior responsiveness and cushioning in a lightweight package
PROFOAMLITE: Extremely lightweight EVA designed to cushion your landing and propel each step
OPTIFIT: Adaptive fit system designed to offer a secure lockdown and support during exercise
PUMAGRIP ATR: Trail-ready performance rubber compound designed for traction on ice, mud, and unstable surfaces","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 8 mm
Built for a running distance of upto 800 km
Waterproof GORE-TEX® fabric upper
Reflective design elements
Forefoot drainage ports
Cushioning level: Max
PUMA Formstrip on the lateral side
Ideal for trail running",NA
NA,"['6', '11']","NITRO: Advanced nitrogen-injected foam designed to provide superior responsiveness and cushioning in a lightweight package
PROFOAMLITE: Extremely lightweight EVA designed to cushion your landing and propel each step
PUMAGRIP: Durable performance rubber compound designed for all-surface traction","Heel type: Flat
Shoe width: Regular fit
Best suited for neutral pronators
Heel-to-toe-drop: 10 mm
Built for an average running distance of upto 800 km
Water-repellent upper
TPU heel spoiler
Cushioning level: Medium
PUMA Formstrip on the lateral side
Ideal for Road & Treadmill Running",NA
NA,['11'],"PWRFRAME: Engineered midsole 3D frame system providing enhanced support and stability.
CUSHIONING: PROFOAM high-rebound EVA that provides cushioning and a responsive ride.
PUMAGRIP: Durable rubber compound that provides multi-surface traction.","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 10 mm
Ideal for firm ground surface
Low boot
Elevated mesh upper for enhanced breathability
PUMAGRIP high-traction rubber outsole
Textile tongue construction for lockdown support
Lace closure
PUMA Cat Logo at tongue
PUMA Formstrip at lateral and medial sides",NA
NA,"['7', '8', '9', '10', '11', '12']",The upper of this shoe is made with at least 20% recycled materials as a step toward a better future,"FUZIONFIT360 upper combines engineered dual mesh, stretchy knit and supplemental PWRTAPE support
Engineered 3D textures at key contact zones are optimized to enhance ball grip and control for dribbling, passing and finishing
Super-lightweight Peba base material guarantees excellent wearing comfort
Micro-perforated heel padding keeps the heel locked in and comfortable
Lightweight removable sockliner with NanoGrip technology keeps the foot from slipping inside the boot
Lightweight Dynamic Motion System outsole enhances traction and agility for unpredictable changes of pace and direction. Suitable for use on both firm natural surfaces and artificial grass (4G)
FG/AG: Firm Ground/Artificial Ground
Fits regular to wide feet
Mid-cut boot",NA
